³¯Â¥,Á¾°¡,ÀüÀÏºñ,½Ã°¡,°í°¡,Àú°¡,°Å·¡·®
1996.06.25,67500.0,º¸ÇÕ0,66500.0,68300.0,65600.0,112960.0
1996.06.26,67700.0,»ó½Â  200,67600.0,67900.0,66000.0,136630.0
1996.06.27,66900.0,ÇÏ¶ô  800,67500.0,67700.0,66700.0,155450.0
1996.06.28,68100.0,"»ó½Â  1,200",67300.0,68500.0,67200.0,138430.0
1996.06.29,68500.0,»ó½Â  400,68100.0,69100.0,67100.0,96710.0
1996.07.01,72000.0,"»ó½Â  3,500",69000.0,72300.0,68800.0,147310.0
1996.07.02,72900.0,»ó½Â  900,72000.0,74100.0,72000.0,276270.0
1996.07.03,72500.0,ÇÏ¶ô  400,72900.0,73200.0,71700.0,100330.0
1996.07.04,71900.0,ÇÏ¶ô  600,72800.0,73000.0,71500.0,80830.0
1996.07.05,71300.0,ÇÏ¶ô  600,72000.0,72300.0,71000.0,77960.0
1996.07.06,71500.0,»ó½Â  200,71300.0,72700.0,71300.0,35510.0
1996.07.08,70900.0,ÇÏ¶ô  600,71600.0,71600.0,70800.0,62100.0
1996.07.09,71700.0,»ó½Â  800,70900.0,71700.0,70100.0,64910.0
1996.07.10,70600.0,"ÇÏ¶ô  1,100",71700.0,72000.0,70500.0,99200.0
1996.07.11,68800.0,"ÇÏ¶ô  1,800",70600.0,70800.0,68500.0,109690.0
1996.07.12,68800.0,º¸ÇÕ0,68800.0,70000.0,68300.0,91420.0
1996.07.13,68900.0,»ó½Â  100,69000.0,69500.0,68900.0,59150.0
1996.07.15,68000.0,ÇÏ¶ô  900,69000.0,69500.0,68000.0,66490.0
1996.07.16,68800.0,»ó½Â  800,67000.0,69100.0,66500.0,55880.0
1996.07.18,70000.0,"»ó½Â  1,200",69000.0,72000.0,68900.0,222710.0
1996.07.19,74200.0,"»ó½Â  4,200",70000.0,74200.0,70000.0,179810.0
1996.07.20,76700.0,"»ó½Â  2,500",75700.0,78600.0,74200.0,298780.0
1996.07.22,75000.0,"ÇÏ¶ô  1,700",76100.0,77400.0,75000.0,178690.0
1996.07.23,74700.0,ÇÏ¶ô  300,75000.0,75200.0,73600.0,89150.0
1996.07.24,72500.0,"ÇÏ¶ô  2,200",74800.0,75500.0,72500.0,91300.0
1996.07.25,70000.0,"ÇÏ¶ô  2,500",71500.0,71900.0,69500.0,123880.0
1996.07.26,69800.0,ÇÏ¶ô  200,70000.0,71000.0,69600.0,102560.0
1996.07.27,70300.0,»ó½Â  500,69800.0,71000.0,69100.0,57160.0
1996.07.29,70800.0,»ó½Â  500,70300.0,71600.0,70300.0,57710.0
1996.07.30,70200.0,ÇÏ¶ô  600,70800.0,70800.0,69300.0,68800.0
1996.07.31,70000.0,ÇÏ¶ô  200,70200.0,70500.0,69700.0,65220.0
1996.08.01,70200.0,»ó½Â  200,71000.0,71000.0,70000.0,101810.0
1996.08.02,70100.0,ÇÏ¶ô  100,70200.0,70500.0,69800.0,67490.0
1996.08.03,70100.0,º¸ÇÕ0,70000.0,70100.0,69500.0,30090.0
1996.08.05,71000.0,»ó½Â  900,69900.0,71000.0,69800.0,48640.0
1996.08.06,71300.0,»ó½Â  300,70000.0,72000.0,70000.0,59640.0
1996.08.07,71300.0,º¸ÇÕ0,71300.0,71800.0,71000.0,61000.0
1996.08.08,73800.0,"»ó½Â  2,500",72000.0,75400.0,71600.0,226600.0
1996.08.09,71800.0,"ÇÏ¶ô  2,000",72500.0,73000.0,71500.0,160570.0
1996.08.10,70600.0,"ÇÏ¶ô  1,200",71500.0,71600.0,70500.0,44020.0
1996.08.12,70400.0,ÇÏ¶ô  200,70000.0,71000.0,70000.0,53930.0
1996.08.13,70400.0,º¸ÇÕ0,70400.0,70500.0,69600.0,137020.0
1996.08.14,69600.0,ÇÏ¶ô  800,70000.0,70000.0,69600.0,65690.0
1996.08.16,71900.0,"»ó½Â  2,300",70600.0,71900.0,70300.0,163250.0
1996.08.17,70900.0,"ÇÏ¶ô  1,000",71900.0,71900.0,70700.0,36120.0
1996.08.19,69700.0,"ÇÏ¶ô  1,200",70900.0,71000.0,69600.0,37710.0
1996.08.20,69900.0,»ó½Â  200,69700.0,70600.0,69500.0,80070.0
1996.08.21,71000.0,"»ó½Â  1,100",69700.0,72000.0,69500.0,102170.0
1996.08.22,69000.0,"ÇÏ¶ô  2,000",71000.0,71200.0,69000.0,103210.0
1996.08.23,68000.0,"ÇÏ¶ô  1,000",68900.0,69800.0,68000.0,103120.0
1996.08.24,65900.0,"ÇÏ¶ô  2,100",68200.0,68400.0,65500.0,68970.0
1996.08.26,62000.0,"ÇÏ¶ô  3,900",65000.0,65500.0,62000.0,132710.0
1996.08.27,62200.0,»ó½Â  200,62000.0,63500.0,62000.0,86770.0
1996.08.28,61500.0,ÇÏ¶ô  700,62200.0,63000.0,59100.0,136170.0
1996.08.29,61200.0,ÇÏ¶ô  300,61500.0,62000.0,60100.0,136280.0
1996.08.30,63800.0,"»ó½Â  2,600",61700.0,64000.0,61700.0,131790.0
1996.08.31,61400.0,"ÇÏ¶ô  2,400",63800.0,63800.0,61100.0,52170.0
1996.09.02,61500.0,»ó½Â  100,61500.0,62000.0,60500.0,117670.0
1996.09.03,60900.0,ÇÏ¶ô  600,61300.0,61300.0,60100.0,76960.0
1996.09.04,61600.0,»ó½Â  700,62000.0,62800.0,61200.0,124480.0
1996.09.05,60300.0,"ÇÏ¶ô  1,300",61500.0,61600.0,60300.0,118400.0
1996.09.06,56700.0,"ÇÏ¶ô  3,600",60000.0,60200.0,56700.0,203910.0
1996.09.07,55300.0,"ÇÏ¶ô  1,400",56800.0,57200.0,54000.0,111940.0
1996.09.09,57000.0,"»ó½Â  1,700",55200.0,57500.0,55000.0,82920.0
1996.09.10,60300.0,"»ó½Â  3,300",57000.0,60300.0,56500.0,142410.0
1996.09.11,60100.0,ÇÏ¶ô  200,61000.0,61300.0,59200.0,191770.0
1996.09.12,59500.0,ÇÏ¶ô  600,60600.0,61000.0,59500.0,102490.0
1996.09.13,57200.0,"ÇÏ¶ô  2,300",59300.0,59300.0,56500.0,81020.0
1996.09.14,56900.0,ÇÏ¶ô  300,57000.0,57900.0,56800.0,32350.0
1996.09.16,58500.0,"»ó½Â  1,600",57100.0,59300.0,57100.0,140460.0
1996.09.17,58500.0,º¸ÇÕ0,58900.0,59200.0,57000.0,83060.0
1996.09.18,60000.0,"»ó½Â  1,500",58500.0,60000.0,58000.0,74960.0
1996.09.19,58500.0,"ÇÏ¶ô  1,500",60000.0,60200.0,58500.0,59130.0
1996.09.20,57800.0,ÇÏ¶ô  700,58500.0,58600.0,57200.0,46940.0
1996.09.21,58300.0,»ó½Â  500,58000.0,59000.0,58000.0,37150.0
1996.09.23,58900.0,»ó½Â  600,57500.0,60400.0,57000.0,137840.0
1996.09.24,60200.0,"»ó½Â  1,300",58900.0,60300.0,58900.0,119280.0
1996.09.25,63800.0,"»ó½Â  3,600",60700.0,63800.0,60700.0,236050.0
1996.09.30,64800.0,"»ó½Â  1,000",66800.0,67300.0,63800.0,187640.0
1996.10.01,67000.0,"»ó½Â  2,200",68600.0,68600.0,65100.0,1934170.0
1996.10.02,66300.0,ÇÏ¶ô  700,69900.0,69900.0,65500.0,128920.0
1996.10.04,64400.0,"ÇÏ¶ô  1,900",65400.0,66100.0,64400.0,104310.0
1996.10.05,66000.0,"»ó½Â  1,600",64700.0,66000.0,64700.0,52960.0
1996.10.07,69700.0,"»ó½Â  3,700",67000.0,69800.0,67000.0,91670.0
1996.10.08,67500.0,"ÇÏ¶ô  2,200",69300.0,69700.0,67300.0,61180.0
1996.10.09,71000.0,"»ó½Â  3,500",69200.0,71000.0,68500.0,108280.0
1996.10.10,70800.0,ÇÏ¶ô  200,72000.0,72400.0,70000.0,71610.0
1996.10.11,69800.0,"ÇÏ¶ô  1,000",71800.0,71800.0,69500.0,79720.0
1996.10.12,69700.0,ÇÏ¶ô  100,70300.0,71000.0,68800.0,58210.0
1996.10.14,69500.0,ÇÏ¶ô  200,69700.0,70700.0,68700.0,53340.0
1996.10.15,66600.0,"ÇÏ¶ô  2,900",68900.0,69400.0,66600.0,67370.0
1996.10.16,66800.0,»ó½Â  200,66600.0,67300.0,65200.0,48330.0
1996.10.17,66600.0,ÇÏ¶ô  200,67500.0,67500.0,66000.0,59390.0
1996.10.18,67000.0,»ó½Â  400,66600.0,69500.0,66100.0,45440.0
1996.10.19,67500.0,»ó½Â  500,67500.0,68000.0,67500.0,30710.0
1996.10.21,65500.0,"ÇÏ¶ô  2,000",63500.0,67500.0,63500.0,49730.0
1996.10.22,65500.0,º¸ÇÕ0,65500.0,66500.0,64800.0,37970.0
1996.10.23,64300.0,"ÇÏ¶ô  1,200",65400.0,65400.0,64100.0,76040.0
1996.10.24,63500.0,ÇÏ¶ô  800,64500.0,64600.0,63500.0,29670.0
1996.10.25,63000.0,ÇÏ¶ô  500,63000.0,63500.0,60600.0,62480.0
1996.10.26,62000.0,"ÇÏ¶ô  1,000",63900.0,64000.0,61500.0,22490.0
1996.10.28,60900.0,"ÇÏ¶ô  1,100",62000.0,62000.0,60700.0,47830.0
1996.10.29,59100.0,"ÇÏ¶ô  1,800",60000.0,60500.0,59100.0,63100.0
1996.10.30,58100.0,"ÇÏ¶ô  1,000",58500.0,59000.0,57500.0,52400.0
1996.10.31,58100.0,º¸ÇÕ0,58100.0,58100.0,57100.0,58240.0
1996.11.01,61500.0,"»ó½Â  3,400",59100.0,61500.0,58600.0,62410.0
1996.11.02,61300.0,ÇÏ¶ô  200,63000.0,63000.0,61000.0,34760.0
1996.11.04,59200.0,"ÇÏ¶ô  2,100",61200.0,61300.0,59000.0,30750.0
1996.11.05,60700.0,"»ó½Â  1,500",60100.0,61000.0,58500.0,131250.0
1996.11.06,63000.0,"»ó½Â  2,300",61000.0,63000.0,60900.0,96860.0
1996.11.07,61000.0,"ÇÏ¶ô  2,000",63600.0,63900.0,61000.0,91950.0
1996.11.08,62900.0,"»ó½Â  1,900",61000.0,64500.0,61000.0,142540.0
1996.11.09,65000.0,"»ó½Â  2,100",63800.0,65800.0,63600.0,120160.0
1996.11.11,64000.0,"ÇÏ¶ô  1,000",65000.0,65000.0,62600.0,72590.0
1996.11.12,66900.0,"»ó½Â  2,900",65000.0,67600.0,65000.0,135350.0
1996.11.13,65200.0,"ÇÏ¶ô  1,700",66900.0,67000.0,65000.0,97830.0
1996.11.14,64000.0,"ÇÏ¶ô  1,200",64100.0,65200.0,63900.0,69510.0
1996.11.15,64000.0,º¸ÇÕ0,63800.0,64900.0,63000.0,54350.0
1996.11.16,63000.0,"ÇÏ¶ô  1,000",64000.0,64000.0,63000.0,29280.0
1996.11.18,62700.0,ÇÏ¶ô  300,63000.0,63900.0,62500.0,46520.0
1996.11.19,62600.0,ÇÏ¶ô  100,62700.0,63400.0,62500.0,27550.0
1996.11.20,62600.0,º¸ÇÕ0,62500.0,63000.0,62400.0,41810.0
1996.11.21,62900.0,»ó½Â  300,62600.0,63500.0,62500.0,99370.0
1996.11.22,61000.0,"ÇÏ¶ô  1,900",62900.0,62900.0,60600.0,49510.0
1996.11.25,59700.0,"ÇÏ¶ô  1,300",60500.0,61000.0,58600.0,40381.0
1996.11.26,60800.0,"»ó½Â  1,100",59000.0,60800.0,59000.0,46705.0
1996.11.27,60300.0,ÇÏ¶ô  500,60800.0,61000.0,60000.0,46011.0
1996.11.28,62500.0,"»ó½Â  2,200",60300.0,64000.0,60200.0,163537.0
1996.11.29,61300.0,"ÇÏ¶ô  1,200",62500.0,62500.0,61200.0,23302.0
1996.11.30,60300.0,"ÇÏ¶ô  1,000",61100.0,61100.0,60300.0,18300.0
1996.12.02,60100.0,ÇÏ¶ô  200,59700.0,60100.0,59500.0,18550.0
1996.12.03,59500.0,ÇÏ¶ô  600,60000.0,61000.0,59500.0,50572.0
1996.12.04,59100.0,ÇÏ¶ô  400,59500.0,60000.0,59000.0,44982.0
1996.12.05,58000.0,"ÇÏ¶ô  1,100",59000.0,59100.0,57500.0,57290.0
1996.12.06,57200.0,ÇÏ¶ô  800,57900.0,59000.0,57100.0,52540.0
1996.12.07,56200.0,"ÇÏ¶ô  1,000",57200.0,57200.0,56000.0,42790.0
1996.12.09,56000.0,ÇÏ¶ô  200,56400.0,57900.0,55500.0,63980.0
1996.12.10,56000.0,º¸ÇÕ0,56400.0,56500.0,55500.0,91611.0
1996.12.11,55000.0,"ÇÏ¶ô  1,000",57000.0,57000.0,55000.0,79477.0
1996.12.12,53500.0,"ÇÏ¶ô  1,500",55000.0,55500.0,53000.0,73341.0
1996.12.13,51600.0,"ÇÏ¶ô  1,900",53500.0,53500.0,49300.0,89792.0
1996.12.14,50000.0,"ÇÏ¶ô  1,600",51600.0,51600.0,49500.0,53477.0
1996.12.16,46100.0,"ÇÏ¶ô  3,900",49100.0,49200.0,46000.0,110970.0
1996.12.17,45200.0,ÇÏ¶ô  900,47000.0,47000.0,44200.0,124990.0
1996.12.18,46000.0,»ó½Â  800,45200.0,47500.0,44800.0,103230.0
1996.12.19,49600.0,"»ó½Â  3,600",48000.0,49600.0,47000.0,124690.0
1996.12.20,49500.0,ÇÏ¶ô  100,50000.0,50800.0,49500.0,108540.0
1996.12.21,47600.0,"ÇÏ¶ô  1,900",49000.0,49000.0,47000.0,54130.0
1996.12.23,46000.0,"ÇÏ¶ô  1,600",47000.0,48000.0,46000.0,54170.0
1996.12.24,46000.0,º¸ÇÕ0,46000.0,47000.0,46000.0,58710.0
1996.12.26,44700.0,"ÇÏ¶ô  1,300",46200.0,46300.0,44500.0,72350.0
1996.12.27,45500.0,»ó½Â  800,44500.0,45500.0,43500.0,110940.0
1997.01.03,44000.0,"ÇÏ¶ô  1,500",44400.0,44900.0,43400.0,33690.0
1997.01.04,40500.0,"ÇÏ¶ô  3,500",40500.0,43000.0,40500.0,65300.0
1997.01.06,40000.0,ÇÏ¶ô  500,40000.0,40000.0,38600.0,134770.0
1997.01.07,39300.0,ÇÏ¶ô  700,40000.0,40900.0,39000.0,73800.0
1997.01.08,42000.0,"»ó½Â  2,700",39500.0,42000.0,39100.0,148090.0
1997.01.09,42000.0,º¸ÇÕ0,41400.0,42500.0,40500.0,98850.0
1997.01.10,42300.0,»ó½Â  300,41100.0,42900.0,41100.0,79310.0
1997.01.11,43000.0,»ó½Â  700,42200.0,43000.0,42000.0,48890.0
1997.01.13,44000.0,"»ó½Â  1,000",43000.0,45000.0,42300.0,88350.0
1997.01.14,47500.0,"»ó½Â  3,500",44000.0,47500.0,44000.0,117980.0
1997.01.15,48800.0,"»ó½Â  1,300",48000.0,49900.0,47800.0,180490.0
1997.01.16,48300.0,ÇÏ¶ô  500,48800.0,48900.0,47500.0,683610.0
1997.01.17,46500.0,"ÇÏ¶ô  1,800",48300.0,48300.0,46100.0,99780.0
1997.01.18,45000.0,"ÇÏ¶ô  1,500",46800.0,46800.0,44900.0,79770.0
1997.01.20,47100.0,"»ó½Â  2,100",45000.0,47500.0,45000.0,91310.0
1997.01.21,45500.0,"ÇÏ¶ô  1,600",47500.0,47500.0,45200.0,81800.0
1997.01.22,44200.0,"ÇÏ¶ô  1,300",45300.0,45300.0,44000.0,81910.0
1997.01.23,43600.0,ÇÏ¶ô  600,44200.0,44900.0,43300.0,74200.0
1997.01.24,44000.0,»ó½Â  400,41900.0,44600.0,41900.0,98260.0
1997.01.25,44700.0,»ó½Â  700,44300.0,45700.0,44300.0,47620.0
1997.01.27,43000.0,"ÇÏ¶ô  1,700",44600.0,44600.0,43000.0,41010.0
1997.01.28,45500.0,"»ó½Â  2,500",43000.0,46400.0,42600.0,181900.0
1997.01.29,47100.0,"»ó½Â  1,600",46400.0,48000.0,45800.0,194020.0
1997.01.30,47100.0,º¸ÇÕ0,47900.0,47900.0,46200.0,114020.0
1997.01.31,47100.0,º¸ÇÕ0,47300.0,47900.0,47100.0,124380.0
1997.02.01,46800.0,ÇÏ¶ô  300,47100.0,47500.0,46100.0,56190.0
1997.02.03,48600.0,"»ó½Â  1,800",46800.0,49500.0,46500.0,177180.0
1997.02.04,52400.0,"»ó½Â  3,800",49600.0,52400.0,49500.0,908410.0
1997.02.05,52100.0,ÇÏ¶ô  300,53400.0,54000.0,51400.0,264930.0
1997.02.06,52300.0,»ó½Â  200,52000.0,52600.0,50500.0,140231.0
1997.02.10,53900.0,"»ó½Â  1,600",52300.0,53900.0,52000.0,105570.0
1997.02.11,54700.0,»ó½Â  800,54000.0,54700.0,53000.0,130180.0
1997.02.12,56300.0,"»ó½Â  1,600",54400.0,57500.0,54200.0,241110.0
1997.02.13,59000.0,"»ó½Â  2,700",56500.0,60800.0,56500.0,323720.0
1997.02.14,59500.0,»ó½Â  500,59500.0,61000.0,59000.0,187570.0
1997.02.15,58500.0,"ÇÏ¶ô  1,000",60000.0,60500.0,58300.0,77700.0
1997.02.17,56000.0,"ÇÏ¶ô  2,500",58000.0,58300.0,55800.0,171950.0
1997.02.18,56900.0,»ó½Â  900,56000.0,57800.0,55500.0,164930.0
1997.02.19,57500.0,»ó½Â  600,57000.0,57600.0,56500.0,104330.0
1997.02.20,56600.0,ÇÏ¶ô  900,57000.0,58000.0,56200.0,88710.0
1997.02.21,53000.0,"ÇÏ¶ô  3,600",56000.0,56500.0,52500.0,143230.0
1997.02.22,54300.0,"»ó½Â  1,300",52500.0,54500.0,51500.0,124900.0
1997.02.24,53800.0,ÇÏ¶ô  500,54800.0,55700.0,53500.0,81070.0
1997.02.25,57000.0,"»ó½Â  3,200",54500.0,57500.0,53300.0,109130.0
1997.02.26,57200.0,»ó½Â  200,57000.0,59900.0,56600.0,227060.0
1997.02.27,57300.0,»ó½Â  100,57200.0,58000.0,56200.0,81090.0
1997.02.28,58000.0,»ó½Â  700,57300.0,59000.0,56300.0,148450.0
1997.03.03,57600.0,ÇÏ¶ô  400,58000.0,58600.0,57500.0,73860.0
1997.03.04,56500.0,"ÇÏ¶ô  1,100",57500.0,57600.0,55600.0,92870.0
1997.03.05,55000.0,"ÇÏ¶ô  1,500",56000.0,56500.0,54600.0,153750.0
1997.03.06,54500.0,ÇÏ¶ô  500,54800.0,55900.0,54000.0,65680.0
1997.03.07,55200.0,»ó½Â  700,55000.0,56000.0,54700.0,56770.0
1997.03.08,54200.0,"ÇÏ¶ô  1,000",55200.0,55800.0,54200.0,201730.0
1997.03.10,52800.0,"ÇÏ¶ô  1,400",54000.0,54200.0,52800.0,61428.0
1997.03.11,52000.0,ÇÏ¶ô  800,52600.0,52600.0,51800.0,73980.0
1997.03.12,53700.0,"»ó½Â  1,700",52100.0,54500.0,52100.0,60080.0
1997.03.13,52500.0,"ÇÏ¶ô  1,200",54000.0,54000.0,52000.0,98465.0
1997.03.14,51700.0,ÇÏ¶ô  800,53000.0,53000.0,51500.0,65100.0
1997.03.15,53000.0,"»ó½Â  1,300",51700.0,53000.0,51700.0,35040.0
1997.03.17,55000.0,"»ó½Â  2,000",54600.0,55000.0,53500.0,64070.0
1997.03.18,56000.0,"»ó½Â  1,000",55500.0,56000.0,54700.0,99602.0
1997.03.19,55500.0,ÇÏ¶ô  500,55500.0,55600.0,54000.0,56270.0
1997.03.20,56600.0,"»ó½Â  1,100",55000.0,57000.0,54200.0,116630.0
1997.03.21,55800.0,ÇÏ¶ô  800,55600.0,56500.0,55100.0,95580.0
1997.03.22,55200.0,ÇÏ¶ô  600,55400.0,56200.0,55200.0,43730.0
1997.03.24,56700.0,"»ó½Â  1,500",57000.0,57800.0,55900.0,157100.0
1997.03.25,60500.0,"»ó½Â  3,800",57500.0,61000.0,57200.0,253810.0
1997.03.26,60000.0,ÇÏ¶ô  500,60600.0,61500.0,59200.0,298387.0
1997.03.27,58000.0,"ÇÏ¶ô  2,000",59500.0,60000.0,58000.0,148690.0
1997.03.28,58400.0,»ó½Â  400,58000.0,59500.0,57600.0,176870.0
1997.03.29,59200.0,»ó½Â  800,58400.0,60600.0,57400.0,88160.0
1997.03.31,59900.0,»ó½Â  700,59700.0,59900.0,57800.0,161770.0
1997.04.01,60000.0,»ó½Â  100,60400.0,61200.0,59100.0,203480.0
1997.04.02,61900.0,"»ó½Â  1,900",59800.0,62900.0,59500.0,249280.0
1997.04.03,62000.0,»ó½Â  100,61800.0,63200.0,61500.0,158570.0
1997.04.04,62000.0,º¸ÇÕ0,62000.0,62500.0,61500.0,111430.0
1997.04.07,63800.0,"»ó½Â  1,800",62000.0,64300.0,61500.0,172980.0
1997.04.08,64200.0,»ó½Â  400,64300.0,65000.0,63800.0,238730.0
1997.04.09,64500.0,»ó½Â  300,64200.0,64700.0,64000.0,173280.0
1997.04.10,62900.0,"ÇÏ¶ô  1,600",64500.0,64500.0,62000.0,86120.0
1997.04.11,62900.0,º¸ÇÕ0,62900.0,63500.0,62100.0,103290.0
1997.04.12,62600.0,ÇÏ¶ô  300,63100.0,64000.0,62600.0,58130.0
1997.04.14,63400.0,»ó½Â  800,62600.0,63900.0,62600.0,107090.0
1997.04.15,62500.0,ÇÏ¶ô  900,63700.0,64000.0,62500.0,100500.0
1997.04.16,61900.0,ÇÏ¶ô  600,61600.0,62000.0,61000.0,127780.0
1997.04.17,61000.0,ÇÏ¶ô  900,61500.0,61800.0,60300.0,122360.0
1997.04.18,60200.0,ÇÏ¶ô  800,61300.0,61700.0,59500.0,98810.0
1997.04.19,62400.0,"»ó½Â  2,200",60500.0,62400.0,60500.0,48690.0
1997.04.21,61500.0,ÇÏ¶ô  900,62500.0,62900.0,61500.0,76890.0
1997.04.22,60000.0,"ÇÏ¶ô  1,500",61500.0,61700.0,60000.0,70210.0
1997.04.23,59600.0,ÇÏ¶ô  400,60000.0,60400.0,59200.0,84551.0
1997.04.24,59600.0,º¸ÇÕ0,60000.0,60500.0,59100.0,82990.0
1997.04.25,58500.0,"ÇÏ¶ô  1,100",59500.0,59500.0,58300.0,77790.0
1997.04.26,61000.0,"»ó½Â  2,500",58600.0,61000.0,58500.0,81190.0
1997.04.28,61500.0,»ó½Â  500,62000.0,62000.0,61000.0,95340.0
1997.04.29,61100.0,ÇÏ¶ô  400,61500.0,61500.0,60400.0,131070.0
1997.04.30,60600.0,ÇÏ¶ô  500,60900.0,61100.0,60000.0,131410.0
1997.05.02,61300.0,»ó½Â  700,64300.0,64300.0,59000.0,2957110.0
1997.05.03,61100.0,ÇÏ¶ô  200,61300.0,61500.0,60600.0,67197.0
1997.05.06,61400.0,»ó½Â  300,61100.0,61500.0,60800.0,93290.0
1997.05.07,61000.0,ÇÏ¶ô  400,61000.0,61200.0,60600.0,67110.0
1997.05.08,59300.0,"ÇÏ¶ô  1,700",60900.0,60900.0,59300.0,72610.0
1997.05.09,59900.0,»ó½Â  600,59500.0,60000.0,59000.0,80550.0
1997.05.10,59900.0,º¸ÇÕ0,60000.0,60900.0,59800.0,45330.0
1997.05.12,61000.0,"»ó½Â  1,100",60600.0,61600.0,60100.0,106040.0
1997.05.13,61800.0,»ó½Â  800,61100.0,61800.0,60200.0,75720.0
1997.05.15,63600.0,"»ó½Â  1,800",62000.0,64200.0,61900.0,188280.0
1997.05.16,63000.0,ÇÏ¶ô  600,63500.0,64000.0,62800.0,168390.0
1997.05.17,62800.0,ÇÏ¶ô  200,63100.0,63500.0,62000.0,56860.0
1997.05.19,63300.0,»ó½Â  500,63100.0,63500.0,61800.0,126430.0
1997.05.20,65000.0,"»ó½Â  1,700",64000.0,65000.0,63300.0,265880.0
1997.05.21,63500.0,"ÇÏ¶ô  1,500",65000.0,65000.0,63200.0,121030.0
1997.05.22,62500.0,"ÇÏ¶ô  1,000",63700.0,63700.0,61000.0,76410.0
1997.05.23,61900.0,ÇÏ¶ô  600,62500.0,62500.0,61500.0,67860.0
1997.05.24,61600.0,ÇÏ¶ô  300,62000.0,62500.0,61200.0,32220.0
1997.05.26,61100.0,ÇÏ¶ô  500,61900.0,62000.0,61100.0,34050.0
1997.05.27,61500.0,»ó½Â  400,61100.0,61600.0,60900.0,57390.0
1997.05.28,64500.0,"»ó½Â  3,000",62000.0,64500.0,62000.0,172070.0
1997.05.29,67300.0,"»ó½Â  2,800",65000.0,68900.0,64500.0,411040.0
1997.05.30,67000.0,ÇÏ¶ô  300,67000.0,68500.0,67000.0,197980.0
1997.05.31,67000.0,º¸ÇÕ0,67000.0,67000.0,66100.0,93990.0
1997.06.02,66600.0,ÇÏ¶ô  400,68000.0,68400.0,66000.0,74990.0
1997.06.03,65800.0,ÇÏ¶ô  800,66600.0,66900.0,65700.0,71360.0
1997.06.04,67000.0,"»ó½Â  1,200",65000.0,67000.0,65000.0,85220.0
1997.06.05,66500.0,ÇÏ¶ô  500,66800.0,67500.0,66100.0,81890.0
1997.06.07,67000.0,»ó½Â  500,67000.0,68000.0,66600.0,32550.0
1997.06.09,67000.0,º¸ÇÕ0,67000.0,67100.0,66500.0,39480.0
1997.06.10,66100.0,ÇÏ¶ô  900,67000.0,67700.0,66100.0,55540.0
1997.06.11,65600.0,ÇÏ¶ô  500,66100.0,66400.0,65200.0,71910.0
1997.06.12,65000.0,ÇÏ¶ô  600,65200.0,66500.0,64900.0,102960.0
1997.06.13,68900.0,"»ó½Â  3,900",66000.0,69500.0,66000.0,129170.0
1997.06.14,69900.0,"»ó½Â  1,000",69400.0,69900.0,68000.0,70150.0
1997.06.16,69000.0,ÇÏ¶ô  900,69900.0,70500.0,68700.0,70480.0
1997.06.17,73000.0,"»ó½Â  4,000",69000.0,74400.0,68000.0,357930.0
1997.06.18,72500.0,ÇÏ¶ô  500,74000.0,75000.0,71600.0,238420.0
1997.06.19,71000.0,"ÇÏ¶ô  1,500",73000.0,73000.0,70700.0,145140.0
1997.06.20,70000.0,"ÇÏ¶ô  1,000",72000.0,72000.0,69500.0,150060.0
1997.06.21,68400.0,"ÇÏ¶ô  1,600",70000.0,70300.0,68100.0,86490.0
1997.06.23,68500.0,»ó½Â  100,68300.0,69000.0,67700.0,140090.0
1997.06.24,69400.0,»ó½Â  900,69000.0,69800.0,68000.0,136590.0
1997.06.25,69500.0,»ó½Â  100,69500.0,69900.0,68500.0,572440.0
1997.06.26,70000.0,»ó½Â  500,68600.0,70900.0,68500.0,149640.0
1997.06.27,68500.0,"ÇÏ¶ô  1,500",70300.0,70800.0,64500.0,99340.0
1997.06.28,70000.0,"»ó½Â  1,500",68700.0,70000.0,68500.0,36660.0
1997.06.30,70500.0,»ó½Â  500,70500.0,72200.0,70200.0,100240.0
1997.07.01,71000.0,»ó½Â  500,70500.0,72000.0,70500.0,167900.0
1997.07.02,72500.0,"»ó½Â  1,500",71500.0,73500.0,71500.0,169940.0
1997.07.03,72200.0,ÇÏ¶ô  300,72500.0,73000.0,71800.0,108460.0
1997.07.04,72500.0,»ó½Â  300,72500.0,73000.0,72000.0,101780.0
1997.07.05,72000.0,ÇÏ¶ô  500,72000.0,72800.0,72000.0,56160.0
1997.07.07,70500.0,"ÇÏ¶ô  1,500",72000.0,72000.0,70500.0,93900.0
1997.07.08,69000.0,"ÇÏ¶ô  1,500",70500.0,70500.0,68100.0,107090.0
1997.07.09,69400.0,»ó½Â  400,69300.0,69800.0,68100.0,53680.0
1997.07.10,69000.0,ÇÏ¶ô  400,69500.0,69600.0,68300.0,115250.0
1997.07.11,68000.0,"ÇÏ¶ô  1,000",68700.0,69000.0,67700.0,37380.0
1997.07.12,67600.0,ÇÏ¶ô  400,67500.0,68000.0,67300.0,41660.0
1997.07.14,67600.0,º¸ÇÕ0,67200.0,68100.0,66600.0,131010.0
1997.07.15,66700.0,ÇÏ¶ô  900,67000.0,67600.0,66500.0,72450.0
1997.07.16,66400.0,ÇÏ¶ô  300,66000.0,67300.0,66000.0,68180.0
1997.07.18,68100.0,"»ó½Â  1,700",67000.0,68400.0,66400.0,51680.0
